BW,Min,P_Min,Max,P_Max,Avg,P_Avg,Samples,,,,,,,
3240,4.234,7.898,4.313,7.9648,4.27472727273,7.931342568543,11,,,,,,,
3245,4.236,7.8983,4.31,7.9641,4.2745,7.929953174603,12,,,,,,,
3250,4.235,7.8985,4.302,7.9639,4.26657142857,7.930578174603,7,,,,,,,
3255,4.234,7.8991,4.304,7.9642,4.26216666667,7.931061031746,12,,,,,,,
3260,4.245,7.8995,4.281,7.9637,4.263,7.93175547619,8,,,,,,,
3265,4.237,7.9,4.304,7.9663,4.2737,7.933684047619,10,,,,,,,
3270,4.237,7.9,4.314,7.9673,4.28507142857,7.933745626566,14,,,,,,,
3275,4.239,7.9002,4.309,7.9673,4.27313333333,7.931988483709,15,,,,,,,
3280,4.24,7.9013,4.298,7.9669,4.27466666667,7.932595150376,6,,,,,,,
3285,4.243,7.9009,4.313,7.968,4.26588888889,7.931357055138,9,,,,,,,
3290,4.237,7.9008,4.306,7.9666,4.26083333333,7.931848166249,6,,,,,,,
3295,4.238,7.9008,4.308,7.9674,4.28075,7.932264832916,4,,,,,,,
3300,4.241,7.9017,4.305,7.9678,4.2714,7.932023166249,15,,,,,,,
3305,4.238,7.9012,4.299,7.9681,4.26911111111,7.931039416249,9,,,,,,,
3310,4.25,7.9017,4.307,7.97,4.28228571429,7.932103305138,7,,,,,,,
3315,4.237,7.9017,4.314,7.9708,4.27431578947,7.931574733709,19,,,,,,,
3320,4.239,7.9019,4.314,7.9706,4.2675,7.930970427489,8,,,,,,,
3325,4.25,7.9019,4.305,7.97,4.2792,7.93099185606,10,,,,,,,
3330,4.236,7.9008,4.309,7.9714,4.26228571429,7.93143185606,14,,,,,,,
3335,4.242,7.9015,4.299,7.9681,4.2708,7.931386617964,10,,,,,,,
3340,4.237,7.9013,4.314,7.9692,4.265,7.932516617964,14,,,,,,,
3345,4.247,7.9015,4.312,7.9679,4.27833333333,7.932401233349,12,,,,,,,
3350,4.236,7.9008,4.308,7.9687,4.2615625,7.931967900016,16,,,,,,,
3355,4.243,7.9012,4.318,7.9682,4.27975,7.933049150016,16,,,,,,,
3360,4.25,7.9013,4.315,7.9639,4.277,7.931174150016,14,,,,,,,
3365,4.239,7.9009,4.312,7.9649,4.26827272727,7.930974150016,11,,,,,,,
3370,4.239,7.9008,4.308,7.9654,4.26771428571,7.931513543956,7,,,,,,,
3375,4.239,7.901,4.319,7.9656,4.2836,7.932460297203,15,,,,,,,
3380,4.243,7.9021,4.276,7.9643,4.26183333333,7.931489186092,12,,,,,,,
3385,4.24,7.9029,4.31,7.968,4.2821,7.93351696387,10,,,,,,,
3390,4.239,7.9027,4.301,7.9661,4.26384615385,7.931752418415,13,,,,,,,
3395,4.24,7.9034,4.32,7.9676,4.274,7.933001136363,9,,,,,,,
3400,4.24,7.9033,4.303,7.9671,4.272375,7.932645580807,8,,,,,,,
3405,4.244,7.9049,4.275,7.9677,4.261,7.933058080807,6,,,,,,,
3410,4.246,7.9069,4.325,7.9723,4.275,7.935995580807,10,,,,,,,
3415,4.238,7.9064,4.317,7.9698,4.27366666667,7.934855580807,6,,,,,,,
3420,4.241,7.9068,4.31,7.9693,4.27718181818,7.935465837217,11,,,,,,,
3425,4.25,7.9069,4.306,7.971,4.27388888889,7.937100988732,9,,,,,,,
3430,4.251,7.9071,4.313,7.971,4.28211111111,7.937337099843,9,,,,,,,
3435,4.238,7.9062,4.291,7.9714,4.26445454545,7.937335988732,11,,,,,,,
3440,4.246,7.9088,4.316,7.9744,4.27633333333,7.939560534187,9,,,,,,,
3445,4.239,7.9084,4.315,7.9752,4.27044444444,7.939558450854,9,,,,,,,
3450,4.256,7.9084,4.309,7.9745,4.2765,7.93883400641,8,,,,,,,
3455,4.264,7.9068,4.321,7.9721,4.290375,7.93748400641,8,,,,,,,
3460,4.241,7.9046,4.3,7.97,4.2636,7.935968728632,10,,,,,,,
3465,4.242,7.9048,4.312,7.9703,4.27976923077,7.936680157203,13,,,,,,,
3470,4.242,7.9054,4.327,7.971,4.29353333333,7.936303234126,15,,,,,,,
3475,4.252,7.9054,4.306,7.9693,4.27625,7.934268082611,12,,,,,,,
3480,4.242,7.9042,4.317,7.9672,4.2821,7.932563082611,10,,,,,,,
3485,4.264,7.9042,4.321,7.9679,4.2867,7.932453082611,10,,,,,,,
3490,4.242,7.9022,4.324,7.9659,4.2763125,7.930623082611,16,,,,,,,
3495,4.239,7.902,4.308,7.964,4.2632,7.930006118325,10,,,,,,,
3500,4.24,7.9032,4.285,7.9654,4.263,7.931339451658,11,,,,,,,
3505,4.242,7.906,4.3,7.9694,4.27522222222,7.933872784991,9,,,,,,,
3510,4.243,7.9061,4.303,7.9706,4.27071428571,7.934050562769,14,,,,,,,
3515,4.248,7.907,4.319,7.9727,4.276,7.935070043289,15,,,,,,,
3520,4.242,7.9068,4.31,7.9717,4.27318181818,7.935932543289,11,,,,,,,
3525,4.24,7.9069,4.285,7.9726,4.2592,7.935187088744,5,,,,,,,
3530,4.242,7.9085,4.324,7.9774,4.281,7.937667088744,17,,,,,,,
3535,4.244,7.9093,4.301,7.9759,4.2684,7.937442088744,15,,,,,,,
3540,4.24,7.9094,4.305,7.9772,4.27014285714,7.938193755411,7,,,,,,,
3545,4.251,7.9111,4.322,7.9784,4.27653333333,7.940090580808,15,,,,,,,
3550,4.268,7.9105,4.325,7.9786,4.28833333333,7.940658676046,3,,,,,,,
3555,4.243,7.908,4.312,7.9793,4.277,7.939468199856,10,,,,,,,
3560,4.252,7.9082,4.324,7.9803,4.28090909091,7.940359108947,11,,,,,,,
3565,4.246,7.91,4.309,7.9798,4.284625,7.941295472583,8,,,,,,,
3570,4.243,7.9098,4.319,7.981,4.26572727273,7.941304401154,11,,,,,,,
3575,4.256,7.9112,4.333,7.9789,4.284,7.942277128426,10,,,,,,,
3580,4.25,7.9098,4.309,7.9772,4.27875,7.941077128426,12,,,,,,,
3585,4.245,7.9091,4.314,7.977,4.27591666667,7.940013239537,12,,,,,,,
3590,4.257,7.9088,4.317,7.9762,4.28911111111,7.939132683981,9,,,,,,,
3595,4.245,7.9073,4.324,7.9762,4.28221428571,7.93872157287,14,,,,,,,
3600,4.243,7.9075,4.332,7.9764,4.27642857143,7.939570144299,14,,,,,,,
3605,4.245,7.9078,4.322,7.9751,4.28590909091,7.939764787156,11,,,,,,,
3610,4.27,7.908,4.319,7.9745,4.29027272727,7.93828926268,11,,,,,,,
3615,4.244,7.9055,4.321,7.9748,4.28471428571,7.936486989953,14,,,,,,,
3620,4.257,7.9064,4.298,7.9741,4.27545454545,7.9355337432,11,,,,,,,
3625,4.242,7.9055,4.316,7.9768,4.272,7.936545431512,7,,,,,,,
3630,4.243,7.9058,4.307,7.9756,4.26811111111,7.937225431512,9,,,,,,,
3635,4.242,7.906,4.306,7.977,4.26711111111,7.938589320401,9,,,,,,,
3640,4.242,7.9065,4.317,7.9783,4.285,7.93938820929,12,,,,,,,
3645,4.247,7.9078,4.326,7.9785,4.2907,7.938061893501,10,,,,,,,
3650,4.246,7.9085,4.319,7.9777,4.278375,7.936621305266,16,,,,,,,
3655,4.247,7.9089,4.316,7.979,4.27115384615,7.936733805266,13,,,,,,,
3660,4.245,7.91,4.322,7.9798,4.27225,7.938801753984,12,,,,,,,
3665,4.253,7.9102,4.314,7.9794,4.27518181818,7.940185087317,11,,,,,,,
3670,4.248,7.9094,4.325,7.9794,4.28557142857,7.939839632772,7,,,,,,,
3675,4.245,7.9094,4.304,7.9782,4.2788,7.939400671733,10,,,,,,,
3680,4.245,7.9109,4.321,7.9801,4.28175,7.941420671733,12,,,,,,,
3685,4.247,7.9109,4.319,7.9796,4.2751,7.9407723384,10,,,,,,,
3690,4.255,7.9113,4.319,7.9791,4.27173684211,7.940179005067,19,,,,,,,
3695,4.254,7.9102,4.318,7.9794,4.27629411765,7.940658654189,17,,,,,,,
3700,4.25,7.9095,4.332,7.9743,4.2795,7.938509242424,6,,,,,,,
3705,4.258,7.9093,4.324,7.9728,4.29183333333,7.938692575757,6,,,,,,,
3710,4.247,7.9083,4.318,7.9732,4.28608333333,7.937740011655,12,,,,,,,
3715,4.245,7.9085,4.314,7.9745,4.27172727273,7.937962447553,11,,,,,,,
3720,4.248,7.9096,4.313,7.975,4.28118181818,7.939662447553,11,,,,,,,
3725,4.26,7.9108,4.323,7.9763,4.299,7.940344265735,6,,,,,,,
3730,4.245,7.9098,4.316,7.9738,4.27526666667,7.938029980021,15,,,,,,,
3735,4.251,7.9112,4.314,7.974,4.26916666667,7.939973313354,6,,,,,,,
3740,4.244,7.9116,4.322,7.9752,4.27653333333,7.942086646687,15,,,,,,,
3745,4.247,7.912,4.267,7.9744,4.2548,7.942158313354,5,,,,,,,
3750,4.248,7.9121,4.317,7.9798,4.28133333333,7.945165813354,9,,,,,,,
3755,4.248,7.9131,4.328,7.9796,4.28230769231,7.944857480021,13,,,,,,,
3760,4.249,7.9137,4.331,7.979,4.28830769231,7.944660044123,13,,,,,,,
3765,4.256,7.9136,4.319,7.9782,4.28872727273,7.943413890277,11,,,,,,,
3770,4.26,7.9127,4.326,7.9782,4.288,7.943107829671,8,,,,,,,
3775,4.25,7.9119,4.298,7.9791,4.27585714286,7.942267829671,7,,,,,,,
3780,4.259,7.9117,4.318,7.9817,4.2947,7.943994615385,10,,,,,,,
3785,4.255,7.9107,4.326,7.9822,4.2903,7.941706433567,10,,,,,,,
3790,4.248,7.9107,4.314,7.9824,4.27725,7.941590719281,8,,,,,,,
3795,4.248,7.9106,4.321,7.9824,4.284875,7.941165719281,8,,,,,,,
3800,4.258,7.9107,4.315,7.9822,4.27825,7.941571969281,8,,,,,,,
3805,4.254,7.9097,4.322,7.9841,4.28033333333,7.941999910457,6,,,,,,,
3810,4.248,7.909,4.323,7.9832,4.27584615385,7.942428115586,13,,,,,,,
3815,4.247,7.9092,4.319,7.9833,4.28566666667,7.943593500201,9,,,,,,,
3820,4.252,7.9104,4.335,7.9853,4.2796,7.945357602765,10,,,,,,,
3825,4.248,7.9109,4.324,7.9832,4.293125,7.945157602765,8,,,,,,,
3830,4.249,7.9112,4.323,7.9835,4.27181818182,7.944895102765,11,,,,,,,
3835,4.255,7.9129,4.328,7.9832,4.28914285714,7.946746617916,14,,,,,,,
3840,4.247,7.9139,4.314,7.9824,4.273,7.946444832202,9,,,,,,,
3845,4.249,7.9142,4.319,7.9843,4.2889375,7.94666301402,16,,,,,,,
3850,4.248,7.9147,4.334,7.9854,4.28252941176,7.947335930687,17,,,,,,,
3855,4.247,7.9149,4.313,7.9848,4.28461538462,7.947549656178,13,,,,,,,
3860,4.25,7.9152,4.324,7.9855,4.2875,7.947478117716,10,,,,,,,
3865,4.259,7.9152,4.339,7.9849,4.30330769231,7.946874271562,13,,,,,,,
3870,4.257,7.9144,4.314,7.9826,4.2776,7.945053502331,5,,,,,,,
3875,4.251,7.9137,4.327,7.9831,4.2905,7.945323502331,12,,,,,,,
3880,4.266,7.914,4.32,7.9811,4.29033333333,7.943895724553,6,,,,,,,
3885,4.265,7.9138,4.32,7.9805,4.286125,7.94342239122,8,,,,,,,
3890,4.25,7.9122,4.333,7.9799,4.27518181818,7.943079121989,11,,,,,,,
3895,4.254,7.913,4.33,7.9798,4.29566666667,7.94427003108,12,,,,,,,
3900,4.25,7.913,4.328,7.9792,4.28466666667,7.943118749028,9,,,,,,,
3905,4.25,7.9131,4.32,7.9797,4.2839,7.942987796647,10,,,,,,,
3910,4.25,7.9134,4.318,7.9818,4.28146153846,7.942435296647,13,,,,,,,
3915,4.251,7.9149,4.316,7.9834,4.2851,7.943689142801,10,,,,,,,
3920,4.25,7.9149,4.319,7.9843,4.2803,7.944364857087,10,,,,,,,
3925,4.254,7.9153,4.307,7.9812,4.27622222222,7.944014857087,9,,,,,,,
3930,4.264,7.915,4.314,7.9828,4.2856,7.945070412643,10,,,,,,,
3935,4.249,7.9138,4.314,7.9851,4.28269230769,7.945146126929,13,,,,,,,
3940,4.258,7.9143,4.332,7.9861,4.28709090909,7.945169203852,11,,,,,,,
3945,4.254,7.9148,4.324,7.9866,4.28415384615,7.94518677961,13,,,,,,,
3950,4.251,7.9147,4.333,7.9858,4.28335714286,7.945698667722,14,,,,,,,
3955,4.253,7.915,4.341,7.9867,4.278375,7.946206703436,8,,,,,,,
3960,4.265,7.917,4.334,7.9841,4.294,7.947502536769,12,,,,,,,
3965,4.251,7.9157,4.325,7.9839,4.29185714286,7.946542536769,7,,,,,,,
3970,4.254,7.9172,4.288,7.985,4.2768,7.947179899406,5,,,,,,,
3975,4.251,7.9172,4.323,7.9878,4.28677777778,7.947149899406,9,,,,,,,
3980,4.252,7.9174,4.337,7.9869,4.28635714286,7.945627677184,14,,,,,,,
3985,4.254,7.9177,4.324,7.9863,4.28292307692,7.946507347513,13,,,,,,,
3990,4.263,7.9178,4.337,7.9862,4.28726666667,7.946848373154,15,,,,,,,
3995,4.253,7.9176,4.316,7.986,4.28927272727,7.948476251942,11,,,,,,,
4000,4.254,7.9181,4.342,7.9882,4.2884375,7.948978979215,16,,,,,,,
4005,4.273,7.9181,4.315,7.9876,4.29133333333,7.949573690753,9,,,,,,,
4010,4.252,7.916,4.332,7.9879,4.2844,7.948163434343,15,,,,,,,
4015,4.266,7.9173,4.336,7.9881,4.29823076923,7.949443434343,13,,,,,,,
4020,4.254,7.9168,4.316,7.9881,4.2765,7.94836035742,8,,,,,,,
4025,4.253,7.9166,4.314,7.9879,4.27155555556,7.949728539238,9,,,,,,,
4030,4.255,7.9166,4.331,7.9855,4.29515384615,7.949944412253,13,,,,,,,
4035,4.255,7.9163,4.323,7.9853,4.28633333333,7.948695694305,18,,,,,,,
4040,4.261,7.9161,4.335,7.986,4.30354545455,7.948962360972,11,,,,,,,
4045,4.258,7.9155,4.338,7.9866,4.2943,7.947964958374,10,,,,,,,
4050,4.254,7.9152,4.336,7.9854,4.29438461538,7.948201625041,13,,,,,,,
4055,4.252,7.9155,4.318,7.9857,4.27723076923,7.947686240426,13,,,,,,,
4060,4.265,7.9158,4.334,7.9866,4.2972,7.949363163503,15,,,,,,,
4065,4.261,7.9151,4.336,7.9851,4.2874,7.948061345321,10,,,,,,,
4070,4.252,7.9174,4.314,7.9862,4.29018181818,7.949378488178,11,,,,,,,
4075,4.253,7.9177,4.29,7.9878,4.27371428571,7.94836030636,7,,,,,,,
4080,4.252,7.9187,4.329,7.992,4.28266666667,7.950030544456,9,,,,,,,
4085,4.253,7.9191,4.33,7.9924,4.289,7.951003877789,12,,,,,,,
4090,4.255,7.9194,4.341,7.9912,4.29357142857,7.949923877789,14,,,,,,,
4095,4.255,7.9195,4.326,7.9897,4.29666666667,7.948188957154,9,,,,,,,
4100,4.257,7.9196,4.339,7.9897,4.28923076923,7.947492290487,13,,,,,,,
4105,4.255,7.9196,4.327,7.9885,4.294,7.946485880231,18,,,,,,,
4110,4.258,7.9211,4.319,7.9855,4.28418181818,7.945628737374,11,,,,,,,
4115,4.284,7.9209,4.347,7.9834,4.30057142857,7.944802863248,14,,,,,,,
4120,4.255,7.9183,4.33,7.9817,4.28,7.944284181929,16,,,,,,,
4125,4.263,7.9186,4.332,7.9814,4.29041666667,7.944984181929,12,,,,,,,
4130,4.256,7.9179,4.333,7.9812,4.2924,7.944609181929,15,,,,,,,
4135,4.256,7.9195,4.318,7.9816,4.2782,7.945231681929,10,,,,,,,
4140,4.256,7.9195,4.326,7.9844,4.27622222222,7.945441681929,9,,,,,,,
4145,4.256,7.9195,4.326,7.9848,4.2897,7.946269459707,10,,,,,,,
4150,4.257,7.9198,4.327,7.9851,4.27916666667,7.946399459707,12,,,,,,,
4155,4.27,7.9195,4.297,7.9858,4.28542857143,7.94768279304,7,,,,,,,
4160,4.256,7.9193,4.298,7.9906,4.27592307692,7.949003572261,13,,,,,,,
4165,4.258,7.9205,4.33,7.9907,4.29538461538,7.949398764569,13,,,,,,,
4170,4.258,7.9202,4.327,7.9904,4.287,7.948651969698,12,,,,,,,
4175,4.256,7.9197,4.33,7.9915,4.28666666667,7.949029747476,15,,,,,,,
4180,4.272,7.92,4.337,7.992,4.298625,7.949526717173,16,,,,,,,
4185,4.256,7.9186,4.346,7.9913,4.2803,7.948864217173,10,,,,,,,
4190,4.256,7.9189,4.33,7.99,4.2845,7.95154088384,16,,,,,,,
4195,4.259,7.9196,4.329,7.991,4.291,7.95200088384,10,,,,,,,
4200,4.254,7.9197,4.334,7.9923,4.292,7.95364088384,8,,,,,,,
4205,4.268,7.92,4.345,7.9919,4.29863636364,7.95306088384,11,,,,,,,
4210,4.268,7.9194,4.299,7.9899,4.279875,7.952442702021,8,,,,,,,
4215,4.255,7.9188,4.327,7.9919,4.28791666667,7.952632979799,12,,,,,,,
4220,4.253,7.9191,4.338,7.9888,4.29077777778,7.952001313132,9,,,,,,,
4225,4.259,7.921,4.335,7.9865,4.29163636364,7.952123535354,11,,,,,,,
4230,4.258,7.921,4.33,7.9857,4.292,7.95190989899,10,,,,,,,
4235,4.259,7.9212,4.333,7.985,4.30706666667,7.951776565657,15,,,,,,,
4240,4.263,7.9217,4.34,7.9855,4.2891,7.95098989899,10,,,,,,,
4245,4.26,7.9212,4.342,7.985,4.3074,7.95086739899,10,,,,,,,
4250,4.257,7.9208,4.33,7.9827,4.2862,7.947070256133,10,,,,,,,
4255,4.262,7.921,4.325,7.9842,4.29245454545,7.948060256133,11,,,,,,,
4260,4.262,7.9215,4.319,7.9845,4.28177777778,7.947994801588,9,,,,,,,
4265,4.258,7.9212,4.296,7.9849,4.2816,7.949024716118,5,,,,,,,
4270,4.272,7.9212,4.315,7.9876,4.292,7.949794716118,5,,,,,,,
4275,4.259,7.9198,4.327,7.9866,4.2895,7.948923287547,8,,,,,,,
4280,4.26,7.9206,4.323,7.9863,4.29066666667,7.948782378456,6,,,,,,,
4285,4.264,7.9214,4.338,7.987,4.2992,7.948899045122,15,,,,,,,
4290,4.258,7.921,4.335,7.9866,4.287875,7.948169954213,16,,,,,,,
4295,4.256,7.9217,4.319,7.9876,4.26942857143,7.949082454213,7,,,,,,,
4300,4.259,7.9243,4.345,7.989,4.2961,7.95385209707,10,,,,,,,
4305,4.267,7.9243,4.328,7.9873,4.2918,7.95454209707,10,,,,,,,
4310,4.259,7.9236,4.323,7.9878,4.29207692308,7.955170430403,13,,,,,,,
4315,4.258,7.9235,4.323,7.9879,4.2893,7.954029404762,10,,,,,,,
4320,4.258,7.9235,4.305,7.9887,4.28328571429,7.954074404762,7,,,,,,,
4325,4.267,7.924,4.324,7.9913,4.28809090909,7.955155833333,11,,,,,,,
4330,4.268,7.9234,4.33,7.9942,4.29183333333,7.955246742424,6,,,,,,,
4335,4.26,7.9229,4.334,7.9954,4.29190909091,7.956071742424,11,,,,,,,
4340,4.265,7.9238,4.345,7.9953,4.297,7.956490833333,12,,,,,,,
4345,4.282,7.9233,4.333,7.994,4.317125,7.955650833333,8,,,,,,,
4350,4.259,7.9212,4.328,7.992,4.303,7.952527222222,6,,,,,,,
4355,4.26,7.9215,4.333,7.9939,4.29808333333,7.952927222222,12,,,,,,,
4360,4.258,7.9222,4.324,7.9949,4.28066666667,7.952956388889,12,,,,,,,
4365,4.258,7.9226,4.331,7.9954,4.28975,7.953843568376,8,,,,,,,
4370,4.263,7.924,4.331,7.996,4.2941,7.955048568376,10,,,,,,,
4375,4.261,7.9238,4.353,7.9963,4.289,7.955246901709,18,,,,,,,
4380,4.263,7.9239,4.342,7.9939,4.30008333333,7.955084401709,12,,,,,,,
4385,4.269,7.9252,4.333,7.9943,4.2961,7.955301068376,10,,,,,,,
4390,4.26,7.926,4.332,7.9961,4.2886,7.956248211233,10,,,,,,,
4395,4.261,7.9271,4.313,7.9966,4.28588888889,7.956950711233,9,,,,,,,
4400,4.262,7.9275,4.347,7.9989,4.307,7.957995155677,15,,,,,,,
4405,4.267,7.9282,4.343,7.9978,4.298375,7.957295155677,8,,,,,,,
4410,4.262,7.9277,4.329,7.9972,4.28953846154,7.956057655677,13,,,,,,,
4415,4.272,7.9291,4.337,7.9981,4.3018,7.95682047619,10,,,,,,,
4420,4.261,7.9287,4.334,7.994,4.29608333333,7.95490047619,12,,,,,,,
4425,4.262,7.9298,4.329,7.9921,4.287375,7.954114365079,8,,,,,,,
4430,4.276,7.9299,4.346,7.9922,4.30225,7.954876865079,8,,,,,,,
4435,4.277,7.9283,4.351,7.9912,4.30557142857,7.955285198412,14,,,,,,,
4440,4.271,7.9267,4.337,7.9905,4.295625,7.954909873737,8,,,,,,,
4445,4.265,7.9257,4.336,7.9921,4.29633333333,7.954837373737,12,,,,,,,
4450,4.269,7.9252,4.336,7.9917,4.3,7.954687373737,6,,,,,,,
4455,4.262,7.9244,4.337,7.9878,4.286,7.952998484848,8,,,,,,,
4460,4.276,7.9248,4.338,7.9881,4.29716666667,7.954448484848,6,,,,,,,
4465,4.268,7.9234,4.296,7.9878,4.2826,7.954148484848,5,,,,,,,
4470,4.272,7.9226,4.315,7.9881,4.28822222222,7.954005151515,9,,,,,,,
4475,4.263,7.9217,4.33,7.991,4.295,7.955436775447,14,,,,,,,
4480,4.26,7.9219,4.336,7.9916,4.30633333333,7.95550950272,6,,,,,,,
4485,4.261,7.9223,4.344,7.9919,4.30181818182,7.95460950272,11,,,,,,,
4490,4.261,7.9237,4.353,7.9915,4.2949,7.955841970252,10,,,,,,,
4495,4.26,7.9249,4.332,7.9884,4.29483333333,7.955651970252,6,,,,,,,
4500,4.261,7.9255,4.297,7.9875,4.28311111111,7.955168636919,9,,,,,,,
4505,4.266,7.9257,4.34,7.9932,4.3005,7.958074192475,12,,,,,,,
4510,4.262,7.9273,4.335,7.9939,4.29416666667,7.958478038629,12,,,,,,,
4515,4.26,7.929,4.299,7.9948,4.28116666667,7.959492141193,12,,,,,,,
4520,4.263,7.9294,4.344,7.9994,4.30253846154,7.961245474526,13,,,,,,,
4525,4.265,7.9296,4.336,7.999,4.29572727273,7.960883295039,11,,,,,,,
4530,4.264,7.9295,4.339,7.9987,4.29733333333,7.961477234433,12,,,,,,,
4535,4.275,7.9296,4.34,7.9996,4.31414285714,7.961436758243,14,,,,,,,
4540,4.273,7.9287,4.322,8.0001,4.293,7.961287178411,5,,,,,,,
4545,4.266,7.9294,4.323,8.0025,4.29,7.963628845078,10,,,,,,,
4550,4.263,7.9316,4.354,8.004,4.31216666667,7.965362178411,12,,,,,,,
4555,4.282,7.9327,4.347,8.0027,4.30453846154,7.965536420835,13,,,,,,,
4560,4.279,7.931,4.344,8.0012,4.30430769231,7.964870074681,13,,,,,,,
4565,4.264,7.9294,4.345,8.0011,4.2987,7.96328930545,10,,,,,,,
4570,4.265,7.9305,4.34,8.002,4.29891666667,7.964164759995,12,,,,,,,
4575,4.264,7.9304,4.333,8.0024,4.30166666667,7.964373093328,9,,,,,,,
4580,4.265,7.9311,4.348,8.0034,4.29692857143,7.964550871105,14,,,,,,,
4585,4.266,7.9322,4.345,8.0028,4.31264705882,7.964941347295,17,,,,,,,
4590,4.28,7.9321,4.346,8.001,4.31641666667,7.96346830808,12,,,,,,,
4595,4.288,7.9309,4.338,7.9995,4.30733333333,7.962426641413,9,,,,,,,
4600,4.274,7.9284,4.341,7.9994,4.31390909091,7.960959974747,11,,,,,,,
4605,4.265,7.9278,4.332,7.9971,4.297875,7.958291287878,8,,,,,,,
4610,4.263,7.9283,4.343,7.9985,4.2885,7.959075216449,12,,,,,,,
4615,4.275,7.9291,4.354,7.9966,4.30745454545,7.959738549782,11,,,,,,,
4620,4.264,7.9282,4.344,7.9948,4.301,7.958572042605,13,,,,,,,
4625,4.271,7.9282,4.343,7.9959,4.30344444444,7.95892658806,9,,,,,,,
4630,4.276,7.9292,4.342,7.996,4.30083333333,7.959822143616,12,,,,,,,
4635,4.265,7.928,4.327,7.996,4.29791666667,7.960163810283,12,,,,,,,
4640,4.268,7.9342,4.331,7.9974,4.306,7.963932143616,10,,,,,,,
4645,4.263,7.9344,4.337,7.9983,4.29266666667,7.963487699172,12,,,,,,,
4650,4.268,7.9349,4.318,7.9983,4.28722222222,7.963662699172,9,,,,,,,
4655,4.27,7.9353,4.346,8.0006,4.30571428571,7.96579047695,14,,,,,,,
4660,4.271,7.9354,4.324,8.0013,4.29513333333,7.965456548379,15,,,,,,,
4665,4.266,7.9354,4.336,8.0039,4.29578947368,7.965673984277,19,,,,,,,
4670,4.264,7.9356,4.355,8.005,4.30454545455,7.965776855091,11,,,,,,,
4675,4.281,7.9363,4.344,8.0031,4.3124,7.965555642969,10,,,,,,,
4680,4.264,7.9351,4.342,8.0026,4.30425,7.964829928683,16,,,,,,,
4685,4.327,7.9357,4.341,8.0029,4.3356,7.964412620991,5,,,,,,,
4690,4.27,7.9307,4.34,8.0024,4.30155555556,7.961932620991,9,,,,,,,
4695,4.268,7.9304,4.337,8.0027,4.29441666667,7.961635398768,12,,,,,,,
4700,4.272,7.9309,4.341,8.0032,4.3085,7.962687849748,14,,,,,,,
4705,4.271,7.9306,4.353,8.0044,4.302375,7.961471183081,8,,,,,,,
4710,4.271,7.9319,4.35,8.0031,4.29730769231,7.961923683081,13,,,,,,,
4715,4.268,7.9324,4.347,8.0035,4.29681818182,7.96241791385,11,,,,,,,
4720,4.271,7.9342,4.336,8.0042,4.30233333333,7.963302762335,6,,,,,,,
4725,4.269,7.9354,4.339,8.005,4.30514285714,7.964069429002,7,,,,,,,
4730,4.27,7.9355,4.345,8.0063,4.30007692308,7.963385912519,13,,,,,,,
4735,4.277,7.9357,4.336,8.0069,4.3108,7.964321077354,5,,,,,,,
4740,4.267,7.9353,4.343,8.007,4.29858333333,7.963449410687,12,,,,,,,
4745,4.273,7.9357,4.342,8.007,4.30494117647,7.963312505925,17,,,,,,,
4750,4.269,7.9353,4.353,8.0054,4.29633333333,7.962930888278,12,,,,,,,
4755,4.284,7.9358,4.34,8.0046,4.3069,7.963457554945,10,,,,,,,
4760,4.276,7.9344,4.354,8.005,4.30225,7.962505054945,12,,,,,,,
4765,4.286,7.9342,4.354,8.0048,4.30566666667,7.962863388278,6,,,,,,,
4770,4.283,7.9325,4.344,8.0044,4.31,7.963271721611,10,,,,,,,
4775,4.27,7.9312,4.352,8.0052,4.29830769231,7.962053539793,13,,,,,,,
4780,4.272,7.931,4.351,8.0044,4.30942857143,7.961522770562,7,,,,,,,
4785,4.273,7.9305,4.337,8.001,4.30208333333,7.959724357863,12,,,,,,,
4790,4.271,7.9313,4.343,8.0008,4.29721428571,7.960330310244,14,,,,,,,
4795,4.269,7.931,4.326,8.0018,4.301125,7.961982215006,8,,,,,,,
4800,4.274,7.9323,4.345,8.0036,4.3016,7.963482215006,10,,,,,,,
4805,4.27,7.9332,4.344,8.0039,4.297375,7.963922215006,16,,,,,,,
4810,4.274,7.9335,4.352,8.0005,4.30583333333,7.963344715006,6,,,,,,,
4815,4.269,7.9339,4.35,7.9999,4.30975,7.963961381673,12,,,,,,,
4820,4.27,7.9356,4.352,7.9997,4.29781818182,7.964146381673,11,,,,,,,
4825,4.268,7.9358,4.344,7.9979,4.293,7.963554563491,11,,,,,,,
4830,4.267,7.9372,4.317,7.9979,4.29144444444,7.965354563491,9,,,,,,,
4835,4.281,7.9377,4.335,8.001,4.30814285714,7.966771657509,7,,,,,,,
4840,4.268,7.9369,4.353,8.0033,4.31373333333,7.967021008159,15,,,,,,,
4845,4.282,7.9381,4.344,8.0029,4.316125,7.966574947553,8,,,,,,,
4850,4.283,7.938,4.348,8.0003,4.306,7.964749947553,11,,,,,,,
4855,4.273,7.9382,4.31,8.0007,4.2916,7.96562687063,10,,,,,,,
4860,4.278,7.9391,4.346,8.004,4.312,7.967339597903,9,,,,,,,
4865,4.286,7.9383,4.348,8.0047,4.3116,7.96735626457,10,,,,,,,
