BW,Min,P_Min,Max,P_Max,Avg,P_Avg,Samples,,,,,,,
9745,4.358,8.0213,4.425,8.1042,4.3823,8.060988679099,10,,,,,,,
9750,4.359,8.0237,4.453,8.1054,4.40005555556,8.064233679099,18,,,,,,,
9755,4.358,8.024,4.448,8.1035,4.3993,8.063550345765,10,,,,,,,
9760,4.361,8.0242,4.45,8.103,4.40675,8.063898123543,4,,,,,,,
9765,4.373,8.0248,4.437,8.1017,4.4178,8.062769277389,10,,,,,,,
9770,4.361,8.0247,4.442,8.102,4.39746153846,8.060755944056,13,,,,,,,
9775,4.36,8.0261,4.438,8.1027,4.39563636364,8.061755244755,11,,,,,,,
9780,4.365,8.0258,4.447,8.1024,4.4035,8.060602719502,14,,,,,,,
9785,4.357,8.0253,4.454,8.1019,4.39983333333,8.060686052835,12,,,,,,,
9790,4.361,8.0265,4.448,8.0998,4.40725,8.060840219502,12,,,,,,,
9795,4.382,8.0264,4.437,8.0986,4.41475,8.059565219502,8,,,,,,,
9800,4.362,8.0238,4.434,8.0977,4.39322222222,8.056452719502,9,,,,,,,
9805,4.36,8.0249,4.443,8.0985,4.40277777778,8.057497163947,9,,,,,,,
9810,4.367,8.0248,4.437,8.0988,4.39546153846,8.058433671883,13,,,,,,,
9815,4.372,8.025,4.44,8.0993,4.39766666667,8.058657518037,3,,,,,,,
9820,4.375,8.0235,4.449,8.0986,4.40745454545,8.058404184703,11,,,,,,,
9825,4.357,8.0225,4.435,8.098,4.38411111111,8.057787301587,9,,,,,,,
9830,4.36,8.0224,4.442,8.097,4.40433333333,8.057509523809,12,,,,,,,
9835,4.369,8.0232,4.433,8.0976,4.401375,8.057687301587,8,,,,,,,
9840,4.36,8.0227,4.436,8.0983,4.3945,8.055699801587,14,,,,,,,
9845,4.356,8.0222,4.428,8.0977,4.383625,8.05553313492,16,,,,,,,
9850,4.373,8.0223,4.442,8.0998,4.40366666667,8.057137301587,6,,,,,,,
9855,4.359,8.022,4.446,8.1002,4.41214285714,8.057648412698,14,,,,,,,
9860,4.369,8.0225,4.442,8.0987,4.3977,8.056194126984,10,,,,,,,
9865,4.357,8.0213,4.433,8.0992,4.39513333333,8.055330793651,15,,,,,,,
9870,4.365,8.0222,4.443,8.0977,4.40128571429,8.054231746032,7,,,,,,,
9875,4.356,8.0213,4.425,8.0972,4.38133333333,8.052696507936,9,,,,,,,
9880,4.368,8.0217,4.448,8.0991,4.40611111111,8.055472265512,9,,,,,,,
9885,4.364,8.0209,4.44,8.0982,4.3815,8.054369487734,10,,,,,,,
9890,4.355,8.0212,4.43,8.0983,4.39283333333,8.05610520202,12,,,,,,,
9895,4.357,8.0217,4.449,8.0983,4.39966666667,8.056413535354,9,,,,,,,
9900,4.37,8.0241,4.446,8.0965,4.40877777778,8.055583232323,9,,,,,,,
9905,4.364,8.0229,4.431,8.0951,4.3976,8.053692954545,5,,,,,,,
9910,4.357,8.0224,4.447,8.0944,4.38906666667,8.052205681818,15,,,,,,,
9915,4.366,8.0224,4.418,8.0947,4.38414285714,8.052675205627,7,,,,,,,
9920,4.356,8.0218,4.438,8.0959,4.38593333333,8.053494253246,15,,,,,,,
9925,4.36,8.0222,4.444,8.0962,4.40909090909,8.054654766067,11,,,,,,,
9930,4.36,8.0218,4.439,8.0952,4.39508333333,8.052045675158,12,,,,,,,
9935,4.367,8.0229,4.441,8.0952,4.39885714286,8.052497341825,14,,,,,,,
9940,4.36,8.0218,4.43,8.0941,4.39591666667,8.051420718448,12,,,,,,,
9945,4.381,8.0229,4.431,8.0951,4.39136363636,8.051459051781,11,,,,,,,
9950,4.358,8.0237,4.432,8.0969,4.389875,8.055051259574,8,,,,,,,
9955,4.359,8.0237,4.424,8.097,4.38272727273,8.05520991342,11,,,,,,,
9960,4.357,8.0234,4.45,8.0983,4.39376190476,8.05729051948,21,,,,,,,
9965,4.36,8.0248,4.43,8.0962,4.39233333333,8.056304329004,12,,,,,,,
9970,4.36,8.0279,4.441,8.0953,4.39753846154,8.057395995671,13,,,,,,,
9975,4.356,8.0279,4.434,8.0941,4.383,8.056670720946,6,,,,,,,
9980,4.371,8.0279,4.439,8.0945,4.3996,8.057794250358,5,,,,,,,
9985,4.356,8.0272,4.43,8.0947,4.38809090909,8.057092583691,11,,,,,,,
9990,4.371,8.0298,4.44,8.0957,4.3963,8.058983492782,10,,,,,,,
9995,4.389,8.0284,4.449,8.0889,4.42728571429,8.056053492782,7,,,,,,,
10000,4.358,8.0254,4.433,8.0895,4.39146153846,8.054213810242,13,,,,,,,
10005,4.356,8.0256,4.437,8.0895,4.40353333333,8.055487656396,15,,,,,,,
10010,4.371,8.0258,4.429,8.0896,4.3839,8.054734323063,10,,,,,,,
10015,4.391,8.0251,4.421,8.0913,4.40325,8.056898868518,4,,,,,,,
10020,4.36,8.0226,4.429,8.0931,4.39028571429,8.055331011375,14,,,,,,,
10025,4.356,8.0227,4.438,8.0938,4.39423529412,8.056571670715,17,,,,,,,
10030,4.364,8.0236,4.441,8.0932,4.39258333333,8.056681474636,12,,,,,,,
10035,4.382,8.023,4.44,8.0927,4.407,8.056363141303,6,,,,,,,
10040,4.357,8.0206,4.372,8.0925,4.367,8.054723141303,4,,,,,,,
10045,4.359,8.0222,4.455,8.0987,4.40888888889,8.057623141303,9,,,,,,,
10050,4.36,8.0221,4.433,8.0964,4.4042,8.056671752414,10,,,,,,,
10055,4.358,8.0218,4.438,8.0966,4.396,8.055591752414,9,,,,,,,
10060,4.364,8.022,4.446,8.0965,4.40554545455,8.055700085747,11,,,,,,,
10065,4.366,8.0216,4.439,8.0961,4.38757142857,8.056162206959,14,,,,,,,
10070,4.361,8.0208,4.436,8.0953,4.40269230769,8.05684352564,13,,,,,,,
10075,4.365,8.0205,4.432,8.0971,4.39533333333,8.056397371794,12,,,,,,,
10080,4.358,8.0207,4.436,8.0987,4.3894,8.056871730769,10,,,,,,,
10085,4.358,8.0205,4.438,8.0955,4.3906,8.056348397436,10,,,,,,,
10090,4.373,8.021,4.434,8.0961,4.396,8.057788397436,6,,,,,,,
10095,4.358,8.0201,4.432,8.0965,4.399375,8.058315670163,8,,,,,,,
10100,4.357,8.0209,4.435,8.0982,4.3934,8.059348170163,10,,,,,,,
10105,4.36,8.021,4.437,8.0991,4.39708333333,8.060419281274,12,,,,,,,
10110,4.36,8.0208,4.442,8.0987,4.41016666667,8.060185947941,6,,,,,,,
10115,4.358,8.0206,4.431,8.0983,4.39438461538,8.058074544432,13,,,,,,,
10120,4.358,8.0207,4.454,8.0991,4.39823076923,8.057954832894,13,,,,,,,
10125,4.367,8.0209,4.448,8.0973,4.40007692308,8.057317470257,13,,,,,,,
10130,4.356,8.0213,4.404,8.0973,4.38416666667,8.058227959767,6,,,,,,,
10135,4.363,8.0237,4.444,8.1004,4.405,8.0597112931,13,,,,,,,
10140,4.364,8.0246,4.438,8.1002,4.40127272727,8.059320384009,11,,,,,,,
10145,4.366,8.0255,4.449,8.0996,4.4097,8.059705611282,10,,,,,,,
10150,4.358,8.0248,4.444,8.0979,4.40411111111,8.058971974918,9,,,,,,,
10155,4.358,8.0246,4.433,8.096,4.39475,8.056977530474,12,,,,,,,
10160,4.358,8.0248,4.438,8.0965,4.38905263158,8.056652530474,19,,,,,,,
10165,4.359,8.0248,4.439,8.0965,4.3931875,8.057377267316,16,,,,,,,
10170,4.36,8.0271,4.436,8.0963,4.39185714286,8.058529945887,14,,,,,,,
10175,4.371,8.0282,4.448,8.0977,4.40918181818,8.059816958874,11,,,,,,,
10180,4.38,8.0267,4.435,8.0948,4.399,8.057965443723,8,,,,,,,
10185,4.372,8.0245,4.442,8.0927,4.40109090909,8.056698777056,11,,,,,,,
10190,4.373,8.0231,4.432,8.092,4.405125,8.056816958874,8,,,,,,,
10195,4.359,8.0043,4.432,8.0675,4.40236363636,8.034904458874,11,,,,,,,
10200,4.356,8.00266666666667,4.425,8.06477777777778,4.38416666667,8.03185343915333,6,,,,,,,
10205,4.36,8.001,4.438,8.06225,4.3915,8.03031428571375,14,,,,,,,
10210,4.358,7.99828571428571,4.438,8.05714285714286,4.3963,8.02728775510143,10,,,,,,,
10215,4.382,7.995,4.437,8.05033333333333,4.40471428571,8.02245238095167,7,,,,,,,
10220,4.371,7.9856,4.45,8.041,4.40472727273,8.014,11,,,,,,,
10225,4.356,7.97425,4.419,8.02375,4.39066666667,8.0013181818175,9,,,,,,,
10230,4.358,7.96033333333333,4.414,8.00533333333333,4.38633333333,7.98486868686667,9,,,,,,,
10235,4.358,7.9315,4.435,7.971,4.40227272727,7.954136363635,11,,,,,,,
10240,4.185,7.845,4.187,7.847,4.186,7.846,2,,,,,,,
